"activity" "subject" "X.mean" "X.median" "body_acc_x.mean" "body_acc_x.median" "body_acc_y.mean" "body_acc_y.median" "body_acc_z.mean" "body_acc_z.median" "body_gyro_x.mean" "body_gyro_x.median" "body_gyro_y.mean" "body_gyro_y.median" "body_gyro_z.mean" "body_gyro_z.median" "total_acc_x.mean" "total_acc_x.median" "total_acc_y.mean" "total_acc_y.median" "total_acc_z.mean" "total_acc_z.median"
"SITTING" "19" -0.22519010167619 -0.225864515273833 -0.00161820317575693 -0.023560230683875 -0.000558604530337925 0.00636636496146806 -0.00329334286404856 -0.000311109367140278 -0.011239137722525 -0.0129600835597165 0.00279806047108717 -0.0125487704337885 0.000897645668433985 0.0178764391543472 0.67024655875615 0.648473948090458 0.113780736370028 0.120367436319444 0.220168237120098 0.223269691242083
"SITTING" "21" -0.25082508288652 -0.248023958079657 -2.25121086036882e-05 -0.0215909319258591 -0.000277102061166226 0.0116537987973039 -0.00015553789914164 0.009093189568 4.14779262115891e-05 -0.00141755613878922 -0.00186583121177666 -0.00895064177590686 -9.36195737349165e-05 0.00982553407854301 0.792388609649586 0.770765268259804 -0.057223115083745 -0.0452487579779412 0.0259491842213335 0.0355858004901961
"SITTING" "22" -0.244933654581348 -0.251833262121212 0.000343282403104577 -0.00858389226368687 0.000144685333476547 0.00981271702075379 -8.30184524187972e-05 -0.00545275984025253 0.0158753726117031 0.0119959934722475 -0.00751665835959495 -0.0136904436157828 -0.000759067793691027 0.00237640094767677 0.813593796621133 0.804774771338384 0.0417514112135811 0.0519262939393939 0.226941682968501 0.221616625284848
"STANDING" "18" -0.256423936916153 -0.259765096347305 -0.000288180582247352 -0.0292600824815997 -7.5382767488206e-05 0.00720272668951497 0.000121195911224111 0.000596213563565868 -0.0110924187729562 -0.0121696038858829 0.00321216299457621 -0.0108698020767365 0.00220912329907866 0.0161455702131482 0.826788219734749 0.797761926646707 0.0169513501195944 0.0251029608083832 0.0840555609576382 0.0845863251347305
"STANDING" "20" -0.235613989756895 -0.253604736073232 -0.00185072017965735 -0.019800091565053 -0.00112694358144172 0.0157299462074015 -0.00110447722126259 0.00612028823815404 0.00209010136069863 0.00473281691207071 -0.00207296813627391 -0.0114173197758838 -0.00184529012832588 -0.00338628978184343 0.798670661793028 0.780508276280303 -0.0516029824197107 -0.0349327507979798 0.0983165952437567 0.105393477628788
"STANDING" "22" -0.205134327763101 -0.224156707121951 -0.00206284145691883 -0.0121269573425 0.000192522568443344 0.0195991503647033 -0.00017907950345376 0.00183140033890244 0.0273838436583341 0.0387486787396341 -0.0122042327775407 -0.0117960555077236 -0.00465976859858448 -0.00144693745813008 0.689647783773425 0.678851079430894 0.0624659998704588 0.0825609141869919 0.224923923017929 0.227942515416667
"STANDING" "23" -0.224369968302169 -0.232637277286868 -0.000841326786460434 -0.0109695507440874 -0.00128563594753018 0.00455236321689516 -0.000259760884228499 0.01144694642 0.00576094897234351 0.000741922990450269 -0.00372838858849206 -0.0092994312725 -0.00515079850499778 0.0173796402772137 0.803273288688151 0.793140966075269 0.0313724695964446 0.0370744569151882 0.0451860305607461 0.0570296677862903
"STANDING" "25" -0.253028030988939 -0.26971284202934 -0.000468688677052921 -0.0123432776717526 -0.00114554788581414 0.00740122086533985 -0.00043650912905029 -0.00571184566103912 0.0254674760360793 0.0172296676153667 -0.00431671110834713 -0.0198958042319071 0.0057659819967428 0.0113271311897433 0.810761812611977 0.798097472683374 0.0640107576632633 0.0731983078101467 0.229132349002904 0.224927870429046
"STANDING" "26" -0.249276720363892 -0.26117980794898 -0.000935438200832247 -0.0215021422768138 0.000508476685938576 0.00689011457203189 0.000221243735269958 0.000918603666071429 0.00723485923007002 0.00201503531100765 -0.00379349855759042 -0.0128226122174872 0.00241323830094358 0.024130967432185 0.769797923455636 0.748895966683674 0.127131831447525 0.133604679205867 0.224759504941007 0.225894640883673
"STANDING" "27" -0.321456948752297 -0.325222079166667 -0.000484845494914263 3.15825216730769e-05 0.000463009852273377 0.000112973026602564 0.000959252175902384 0.000279660226666667 -0.00492183993990184 -0.00518125529686539 -0.000980935941885217 -0.00097513570224359 -0.00236049969150962 -0.00281275025653846 0.89253522371895 0.89258720275641 0.0841576214342949 0.0842392294871795 0.211340968479303 0.211274997769231
"WALKING" "1" -0.212756035989723 -0.199573393394813 -0.00244800092900692 -0.0235156733984337 -0.000608444513720002 0.0232305620862248 0.000152585794185897 -0.0129501465378069 0.00701159829690236 0.0276918359508228 -0.00620030657596179 -0.0255285781178963 -3.03739676395441e-05 0.019474921246121 0.86004178169502 0.838268375936599 -0.065005003095498 -0.0415269754178674 0.0657183101253813 0.0529909085087896
"WALKING" "2" -0.224247849060964 -0.229365322256788 -0.000919666025230712 -0.0339646219446599 -0.0010459644809652 0.0184035469889073 -0.00242546496240335 0.00196840276107947 -0.0247814387533587 -0.0215218102722185 0.0078999585138691 -0.0101346985131623 0.000410346385856312 0.00869465755745033 0.802104521390439 0.769167588372517 -0.13002462953511 -0.110608914971854 0.124585567017919 0.129077450731623
"WALKING" "3" -0.239137436908549 -0.24968285453827 -0.000854626280549121 -0.022878279624585 -0.000376554668814246 0.0152000730907038 0.00059957008398591 -0.00033594889208651 0.002914398356633 0.00588660969538123 -7.73413213104851e-06 -0.00582637538337243 0.000157011084402676 0.00786933030662757 0.835430787536886 0.813530148680352 -0.00834713102603556 0.00837386039296187 0.0423380767911321 0.0424171559486804
"WALKING" "4" -0.250570714418518 -0.263731373940722 -0.00011155143566821 -0.0115660765677474 0.00198710286483755 0.00815642968122938 0.000790010495263531 -0.00548694995625515 -0.0022666929509851 0.00986138647559279 -0.000302164701158586 0.00193647691776804 0.00412845748096459 0.0151865536835052 0.852893877626136 0.841493087757732 0.0922994994261876 0.100224143634021 0.185907675656712 0.180321097822165
"WALKING" "5" -0.223790998029342 -0.229086069013245 0.000330181960289204 -0.0249441485765497 0.000867968726465879 0.0110429982787053 0.00087404866148184 0.00130599936713907 -0.00183250663980965 0.00162537524615894 -0.00139612903050583 -0.00389472725795695 0.000130084885436103 0.0029078939875447 0.829783480971852 0.804347195299669 0.131095100800502 0.142007775741391 0.085918207458069 0.086737068887351
"WALKING" "6" -0.251166990526348 -0.249261357069915 -0.00167782927176832 -0.0267306989938559 0.000391833228878767 0.013921642036968 -0.00316897346220064 -0.00417468841279661 -0.00681633111535626 0.0015089446861017 -0.00131728312443551 -0.00706759052622881 0.007955983159413 0.00627849267126059 0.808222781319449 0.782748627247034 0.079602390919326 0.0936853686016949 0.0487667616611189 0.0476148687422458
"WALKING_DOWNSTAIRS" "10" -0.205381578245562 -0.215370891591026 -0.000275516141886185 -0.0256063692298205 -0.000916619798811225 0.00499851733910256 -0.00124869424625881 -0.0115413233399786 0.0136231303194972 0.0177817455377778 -0.00540186329886917 -0.053460314747309 0.00144354550516663 0.00704790673976496 0.801034567124539 0.775770454508547 -0.147830529681617 -0.142720200694444 0.0234325406845692 0.0126651046518846
"WALKING_DOWNSTAIRS" "12" -0.249909339354185 -0.24835255377957 -0.00111901231461551 -0.0337675202168253 -0.000572638518344271 0.00439948145058333 0.000849679534348958 0.0112435129919624 -0.0307873840586763 -0.0379060481182796 0.00131724714404083 -0.0138620673645054 0.00646776134349185 0.0209458372385672 0.864376669462941 0.831475807108871 -0.0120650959539327 -0.00692998693629032 0.0861798502497688 0.0972360880306452
"WALKING_DOWNSTAIRS" "14" -0.186784081528013 -0.207050888900389 -0.00182036682643199 -0.0357442849827869 0.000262793613450948 0.00481311084233607 0.00287625236006372 0.00727361853795082 0.0365847929537948 0.048384138237623 -0.0121979416006688 -0.137599965799119 -0.0168271495040261 -0.0107191211879508 0.825905216639664 0.791929152868852 -0.147021305202733 -0.142490612581967 -0.253733443944502 -0.248152086803279
"WALKING_DOWNSTAIRS" "15" -0.23788540724456 -0.238735959285107 0.000131405972310928 -0.0283759665453262 0.000353348320204125 0.0152111037035541 -0.00140591198752949 -0.0055889082571936 -0.000467198376262138 0.00964583476136281 -0.000695049192915958 0.00106719097928354 0.00191776858384814 0.0114543509325457 0.823020924748952 0.794727703658537 0.120940032157655 0.136889199832317 0.0297152186176772 0.0258676320054878
"WALKING_DOWNSTAIRS" "16" -0.261998729073487 -0.289572452810109 6.42302020183828e-05 -0.0243456214237231 0.000672092767061159 0.0045838260043306 0.00034478119591483 0.0138511982425355 0.0159247848563063 0.0195939308863251 0.000855544344510331 -0.00199439451171175 -0.00589456097031662 -0.00457607403042582 0.831464067649633 0.806736693319672 -0.0417195846050162 -0.037907689726776 0.0343332894597767 0.0486882157650273
"WALKING_DOWNSTAIRS" "17" -0.3127714898993 -0.297846260208333 7.71329762068685e-05 -0.000329386942260417 0.0017019881521224 0.0010746720378125 -0.000488388217795898 -0.000920989760625 0.00085251748069375 0.000421489236354167 -0.00174142924233138 -0.0025264215496875 0.00328438210525527 0.00338016480927083 0.973054956510417 0.973023051041667 -0.155069433308919 -0.155089104375 -0.285971964391276 -0.286001214583333
"WALKING_UPSTAIRS" "4" -0.216853964386947 -0.221918115469106 -0.00162595886917536 -0.0175052003926829 1.55486574192072e-05 0.014346747151626 -0.000576682031568978 -0.0113574777965854 0.000207625132211446 0.0298497115319106 -0.00462418683627337 -0.00938202748700813 0.0041931846190942 0.00794310162829268 0.806062027041921 0.788774683821138 0.19391341883931 0.208822047865447 0.10890775279042 0.0990042235365854
"WALKING_UPSTAIRS" "6" -0.12587391293601 -0.120986906022978 0.00053649716652212 -0.0696154085044944 -0.00186558997396032 0.0387188654798315 -0.000869584570976123 0.000188844723258427 -0.0410023615838989 -0.0203429885370787 0.00963693669566011 0.0101530241561798 -0.00335050781320751 -0.00987962929078652 0.857428325653204 0.787934274668539 -0.0868706842436561 -0.0461463140449438 0.0117699709967152 0.0128138083533708
"WALKING_UPSTAIRS" "7" -0.23348695448807 -0.266422483920455 -0.00151759223322829 -0.0456228121253409 -0.000866670586535598 0.0110138196368994 -0.00138238767044836 0.0197392822129935 -0.0249553514775295 -0.00404310586550325 0.00439379696921545 0.018104815974026 0.00506074298648843 0.00525222470878247 0.816008863165823 0.771326321040584 -0.024780219281935 -0.0129837843506494 0.0267181432841726 0.048656393737013
"WALKING_UPSTAIRS" "8" -0.212359296574473 -0.219782737655552 -0.00140479087026871 -0.0174149528859911 -0.000551442943642988 0.00751385599658363 0.00049485528365486 0.00240475281651068 0.0322455528139986 0.0317925162676335 -0.00755715214959193 -0.0327219389579178 -0.00984587449238813 0.0094777006497331 0.792224303783429 0.775966354268683 0.0477870602226151 0.0562249909626335 0.0771794886895268 0.0795962655021352
"WALKING_UPSTAIRS" "9" -0.235954429682033 -0.263123764626736 -0.00149654226559494 -0.0350678563342274 -0.00199760810698299 3.46253582604167e-05 0.00233676681174743 0.0142796725805313 -0.0437879071293606 -0.0283698250172587 0.000609954299583658 -0.0076738977491059 0.0100734043221686 0.0148917913372656 0.808644089987396 0.774690396253472 -0.03062775704051 -0.0289878588147569 0.0993632202733306 0.112431764572188
"WALKING_UPSTAIRS" "10" -0.31387538217015 -0.297987460833333 0.000340098299755208 0.000520159310608333 0.00178181447399961 0.0007027214372 2.37878121953125e-05 0.000204343419141667 -0.00677592265485912 -0.00908402749785 -0.00172176347526875 -0.000938497450933333 0.00454937826189115 0.00386234379058333 0.748098951267708 0.748267839166667 0.300954096916667 0.300938473333333 0.142527283539375 0.142276342166667
"WALKING_UPSTAIRS" "11" -0.238447244000528 -0.226283200003165 -0.000204113560180736 -0.0278274536529427 -0.0010433080359641 0.0176522827251646 -0.000209476241732521 -0.00945216410991298 -0.0279061962636113 -0.0332139873214146 0.00727438802329231 -0.0101421277698354 0.00042104278701471 0.000796483403772153 0.852143379285008 0.824834349525317 0.0696845243858703 0.0890510341408228 0.132053753257262 0.123112718117089
"WALKING_UPSTAIRS" "14" -0.316735225689099 -0.34391023056962 -0.00060527633461519 4.5799028778481e-05 0.00108267263943175 0.000362940708734177 0.00100531606147506 0.000917735699367089 0.0047725049143838 0.00514043058670886 -0.00137284994130419 -0.00214327640151899 0.00553590253944996 0.00537838565227848 0.758795326572389 0.758816061392405 0.073680425244996 0.0736608149234177 0.123368583806369 0.123518240696203
